t2m,ssrd,e,sp,tp,year
275.19696,2466436.0,0.00030847918,96554.22,0.002365823,1978
268.18878,2896548.0,0.00037565175,97238.984,0.0022855152,1979
273.40112,5057862.0,0.00034916122,96977.65,0.0027075016,1979
277.55865,8821920.0,0.0013507884,96770.81,0.004265933,1979
279.45654,16001290.0,0.00216074,97188.96,0.0019556668,1979
283.9167,15063936.0,0.0025878903,97651.414,0.0032993108,1979
288.53003,17289016.0,0.0030281888,97819.14,0.0026183864,1979
289.0404,16912636.0,0.0029632663,97975.055,0.0022520015,1979
287.9466,15543026.0,0.0025029136,97529.09,0.001289729,1979
286.69678,9761622.0,0.0014868844,98047.24,0.0017239382,1979
283.7287,7064586.5,0.00086624455,97345.82,0.00064574205,1979
277.30334,4216508.0,0.00033759046,97600.055,0.0005379488,1979
276.8391,2539996.0,0.0004733391,97204.56,0.0049207425,1979
272.42957,4030096.0,0.00015129056,97493.09,0.0017075433,1980
277.1392,5611292.0,0.00040287152,97915.66,0.0031778615,1980
277.74377,7751656.0,0.0012478963,96977.41,0.004478497,1980
279.47772,14491520.0,0.00211968,97784.11,0.0030458928,1980
283.90173,18432306.0,0.0029597562,97350.836,0.0032619918,1980
286.7833,18135328.0,0.003214552,97372.14,0.0026108183,1980
287.42404,17165250.0,0.0030164802,97395.41,0.0016327486,1980
289.33865,13855434.0,0.0025355984,97738.69,0.0032684922,1980
287.57825,11791548.0,0.0018198891,98013.24,0.0009755338,1980
281.4826,7867513.0,0.001169634,97285.78,0.00215229,1980
276.0721,3311208.0,0.0005648192,97653.625,0.0030913653,1980
273.54938,2328740.0,0.00060354546,97882.3,0.005322268,1980
273.09824,3394468.0,0.00022683479,98063.586,0.0025141193,1981
273.4859,5921172.0,0.0007680636,97896.56,0.0026613038,1981
280.48114,8675707.0,0.0012450321,96973.47,0.0032890346,1981
281.4671,15266960.0,0.002176358,97703.97,0.001671681,1981
285.08844,19005330.0,0.003082389,97175.89,0.0023317519,1981
287.30463,16438324.0,0.0029385816,97803.875,0.0038369682,1981
288.9127,13658804.0,0.0026355432,97749.766,0.004730325,1981
289.7091,13838534.0,0.0025956929,97960.836,0.0031650232,1981
287.1809,11605448.0,0.0019381018,97649.625,0.0012291895,1981
281.35626,6602237.0,0.0011439687,97180.36,0.002729781,1981
278.06848,3993848.0,0.00048260856,98362.97,0.0022223382,1981
272.86188,2283680.0,0.00025093276,96218.16,0.002760836,1981
271.99713,3415904.0,0.00034727436,97816.875,0.0029415067,1982
275.03796,6927108.0,0.0003320612,97927.95,0.0016937024,1982
277.38806,8428819.0,0.0013596877,97628.47,0.0036503163,1982
279.8557,14199586.0,0.002005971,97834.99,0.0020008734,1982
285.12543,17546026.0,0.002927198,97891.2,0.0026391242,1982
289.20032,16609522.0,0.002999504,97548.85,0.0046552024,1982
291.74255,15839640.0,0.002949383,97807.91,0.003589087,1982
